id,base_id,socials,base_socials
08f2e614569a86580306294dc87fd829,08f2e614569ab00003e1b072e293ad1b,"[""https://www.facebook.com/109670610904898""]","[""https://www.facebook.com/184353458311291""]"
08f1f916e27045180352f04913bc42cc,08f1f916e27154190345b56b0486a3a7,"[""https://www.facebook.com/433345239872443""]","[""https://www.facebook.com/157466651352357""]"
08f3da11a880352a03e1b552a441aa16,08f3da11a881c3a4036450111f6f44b4,"[""https://www.facebook.com/112512511876606""]","[""https://www.facebook.com/148855188303466""]"
08f3f623a4116d4903fe879fe705b16c,08f3f623a4ceb80303013d8aefd1a964,"[""https://www.facebook.com/2186030601674322""]","[""https://www.facebook.com/451928258962065""]"
08fbee249bdb0db4032948c20a85120c,08fbee249bdb298e036305a04eab4b75,"[""https://www.facebook.com/530821950634978""]","[""https://www.facebook.com/162474910454161""]"
08f2aac6eb4582ea0312c7b3c0c3b42c,08f2aac6eb4582ea03c52d6c4876c158,"[""https://www.facebook.com/130807740311633""]","[""https://www.facebook.com/142804005750419""]"
08f1ef5104568ad603ef63e57f135953,08f1ef5104568bac03dd48f7295a829d,"[""https://www.facebook.com/247333218711303""]","[""https://www.facebook.com/1804584599821796""]"
08f64a4a12905da1035756dc7bcb4757,08f64a4a16295015033e67c2e2fcf638,"[""https://www.facebook.com/1228775730483876""]","[""https://www.facebook.com/147101082629032""]"
08f8e75a4a34a98303c9ece2827f9d5a,08f8e75a4aa4bb1b038c8e8962dc7158,"[""https://www.facebook.com/191124788175377""]","[""https://www.facebook.com/561581197530637""]"
08f4143696230cde032dc140c3f02fba,08f41436963356a1030522fe688ee70f,"[""https://www.facebook.com/112022281313774""]","[""https://www.facebook.com/109519528493212""]"
08f3c0acd08b018503aa77c1d93d56e0,08f3c0acd0d4ac71033be77af3520725,"[""https://www.facebook.com/100327638250551""]","[""https://www.facebook.com/259752750897236""]"
08f411c452c348f103d15a0f565e38ca,08f411c452d5e04103654cfedb92ea0e,"[""https://www.facebook.com/424215341053159""]","[""https://www.facebook.com/279456679369767""]"
08f650512ab02c2603d39e8e6b9c914a,08f650512ab0646303e7fa069f7f59f0,"[""https://www.facebook.com/315682641781988""]","[""https://www.facebook.com/304257756375804""]"
08f30e1d8332e4cd03e5851235f9d929,08f30e1d83adb44003c7d42b82f2d3de,"[""https://www.facebook.com/107730392378400""]","[""https://www.facebook.com/146692235429373""]"
08f2aad39c474c9c03e6e7b74bca7273,08f2aad39c474da8039ec1a4645dc0eb,"[""https://www.facebook.com/1691483661121966""]","[""https://www.facebook.com/102579202136726""]"
08f49942860b2a180385b74cc57ff86c,53e4ed0c498e03a758a1611f,"[""https://www.facebook.com/469136869767955""]","[null,null,null]"
08fa90129c2da22503868415bc4cd5a6,50b0a1ece4b046a4fc638ff2,"[""https://www.facebook.com/644509789025450""]","[null,null,null]"
08f1ea0960812d9603b85dab53188228,3e17072b736d45dc284799ee,"[""https://www.facebook.com/647685199019582""]","[null,null,null]"
08f6505096d0c1b503af0fc23cd0d011,5fe418e137efff39d00ffa16,"[""https://www.facebook.com/375627529804169""]","[null,null,null]"
08f8c1079ca48d89034fc39344737333,53dafe2b498e688828eeaeca,"[""https://www.facebook.com/1605013296496039""]","[null,null,null]"
08f264d112a369ae0345476d0ce832cf,4e24358e7d8b71715bc61736,"[""https://www.facebook.com/174431106404008""]","[null,null,null]"
08f396091b4f364003e4546b03107cd2,54492c736fa64d6a335ff2d9,"[""https://www.facebook.com/134381044230""]","[null,null,null]"
08f1f1257625e93603dc9e5fe8382814,188407dad91247c94875e0f5,"[""https://www.facebook.com/356676467758269""]","[null,null,null]"
08f29a1c23a8b0b1034c5de9e8b672ef,4c460875f1b5c9b6634a78ef,"[""https://www.facebook.com/368330770593787""]","[""https://www.twitter.com/diamondjimspawn"",""https://www.facebook.com/156959057697103"",null]"
08f27022da661146031df2517711075f,84a0ea7539a74b081c6e2ba0,"[""https://www.facebook.com/105690138498397""]","[null,null,null]"
08fa90e2a5492ac0037ab3c57ff4f525,53ad8e37498e1475af02cdfa,"[""https://www.facebook.com/104256748892733""]","[null,null,null]"
08fa83120535a54b03b3b2e5732f7962,63853c8843eec94742344a42,"[""https://www.facebook.com/448591288616473""]","[null,null,null]"
08f64a4b1341830903f21fe23c56b6d4,5a8081b26bdee61a7bf3922c,"[""https://www.facebook.com/609445026057386""]","[null,null,null]"
08f3f62b94005b0203c0fd06440ecc62,514314e3e4b0922ed8a80b49,"[""https://www.facebook.com/1150976578343206""]","[null,null,null]"
08fbb72ae6111224032728dc57e311d1,4e24b7681f6eae48abd74cd1,"[""https://www.facebook.com/101816075887641""]","[null,null,null]"
08fa976555b951680388c1eb02815b63,5353c7a0498e9b49cbc15dcd,"[""https://www.facebook.com/415259685349373""]","[null,null,null]"
08f29a841e29e50c03c9b490450ec826,4c7fd2db00c68cfabefa5536,"[""https://www.facebook.com/1400882776617102""]","[null,null,null]"
08f29ab815d8516a03dbfd500df59b6d,ea135fe052ad4d3cefb0ff2c,"[""https://www.facebook.com/105393345158772""]","[null,null,null]"
08f4995855a6533403ec86ef01b1eb5c,53052bef498e87ff8b3f1ded,"[""https://www.facebook.com/159635254060367""]","[null,null,null]"
08f4446420bb12c003a28fe9807b4a7d,4aaaeb39f964a5200e5820e3,"[""https://www.facebook.com/1463150693991708""]","[""https://www.twitter.com/caesarsent"",""https://www.facebook.com/527418077335900"",""https://www.instagram.com/harrahsnola""]"
08f499586b644a620342160687c22f5f,503b7f14e4b06ee16f3d3257,"[""https://www.facebook.com/1071290679590165""]","[null,null,null]"
08f2814b413328ce033257fc7c3fa188,5d4bd2d353575c0008c39cd9,"[""https://www.facebook.com/110738897484682""]","[""https://www.twitter.com/coin_source"",""https://www.facebook.com/735780629870822"",null]"
08f1959a2912024503414352746b2ea7,4ee289c41e17762e8e63e15e,"[""https://www.facebook.com/1705053453097118""]","[""https://www.twitter.com/lloydspharmacy"",""https://www.facebook.com/1705053453097118"",""https://www.instagram.com/lloydspharmacyuk""]"
08f3969a692aca2403ec11d5ba7b829b,56fa87c9498e90e4819fec90,"[""https://www.facebook.com/770876209778444""]","[null,null,null]"
08f1e81524a908a903f3d06fcc44832b,4c53113930f92d7f3aac2eb8,"[""https://www.facebook.com/214712075307041""]","[null,null,null]"
08f64a484c9a0c5403339a1fcf0ce87c,4ea799f693adf18a20324f49,"[""https://www.facebook.com/825154630943704""]","[null,null,null]"
08f44a908841cd9003dd047b9521fe51,4b2fb45df964a52050ee24e3,"[""https://www.facebook.com/1703700006539678""]","[""https://www.twitter.com/bnbuzz"",null,null]"
08f260d161082210032119df430bd0a0,4cd9b60415d8b60c41906c0e,"[""https://www.facebook.com/1507804999509785""]","[null,null,null]"
08f2a100d2c1e8dd03a76caaa6fa3b94,4b819f9df964a52074b330e3,"[""https://www.facebook.com/442692019151744""]","[null,null,null]"
08f2759aced4d4e303dbbf47b9bb881e,4c0fe919f1b6a593510c7b27,"[""https://www.facebook.com/1397244540566829""]","[null,null,null]"
08f1e0510898315303829668ac1ae7b9,db927c40adbd450a886a620c,"[""https://www.facebook.com/316215428482184""]","[null,null,null]"
08f1e8079056036d03df90e7738c96c3,0d092b2c411a4d590ae80049,"[""https://www.facebook.com/607599625961520""]","[null,null,null]"
08f2aae57264c5180369377f2f5e3d4a,19d08eb2e72d447663e8f766,"[""https://www.facebook.com/1429843610472511""]","[null,null,null]"
08f396c4a392530a03ba75015b9d5616,5a5e301d625a666c5b101c66,"[""https://www.facebook.com/189970201119630""]","[null,null,null]"
08f194db5b6b41b603a43ab00a1af2f2,4fd72404e4b0bd817058b88e,"[""https://www.facebook.com/124608924882465""]","[null,null,null]"
08f26ca313c502a9031d8fb25ecda7a4,5213b5da11d268575223701b,"[""https://www.facebook.com/114907368530229""]","[null,null,null]"
08fa95edaa2c99a403a1ec30dcaa0dec,5f10423559d1cc1a72fd16d0,"[""https://www.facebook.com/104855194606678""]","[null,null,null]"
08f1e943a1d746cb03550d63d3c549a8,714845388a414100d8e14bf6,"[""https://www.facebook.com/45352416193""]","[null,null,null]"
08f485bb0805d1b503b342847dc4f71d,4d3cf20914aa8cfa78e2ae5e,"[""https://www.facebook.com/106999717645832""]","[null,null,null]"
08f464958698c96b0343cd929747dd7b,4bd8c28f11dcc9287daff733,"[""https://www.facebook.com/199409904115400""]","[null,null,null]"
08f1ea295430d7ad03093e966e6cc128,dfeaddda5add44c55af6b19e,"[""https://www.facebook.com/301056836750377""]","[null,null,null]"
08f44ced4db28ab203f8d981f4da9abd,6a9fd2e251627b998a45abd3,"[""https://www.facebook.com/408258496627707""]","[null,null,null]"
08f1fb4084c42340038af719372c4e42,4c39ad3618e72d7fc2911af5,"[""https://www.facebook.com/1923694321007323""]","[null,""https://www.facebook.com/149665588436136"",null]"
08f4995b9471b0a40338d22b662d5a58,52f2a464498e9e03daf2c49d,"[""https://www.facebook.com/133770170162029""]","[null,null,null]"
08f26d150e91944a034f3b7432d8f3e2,b7549cc77e3846858dc42993,"[""https://www.facebook.com/106220691971426""]","[null,null,null]"
08fda94b404b1b74036457f3c3bb5905,2e035bdc602147332fc37168,"[""https://www.facebook.com/604343179685535""]","[null,null,null]"
08f3966534d9dc000361acdf01425035,090da4b33e7549d073402853,"[""https://www.facebook.com/637633879770965""]","[null,null,null]"
08f1f981762a894b0367e8c49d5125c5,4da8919c93a021ab13cd0b2b,"[""https://www.facebook.com/113604964562204""]","[null,null,null]"
08f8116b1e613a4303a020347a4b466b,51d99313498e20fcfb2f2d8f,"[""https://www.facebook.com/228127957530789""]","[null,null,null]"
08fbe0e34b44c79a035b92414e02f7e3,4c70b955d7fab1f70a985fc9,"[""https://www.facebook.com/1705953706390441""]","[null,null,null]"
08f8c1078a53124603e6f76093a9dc61,52480b3b11d2289df651c64a,"[""https://www.facebook.com/590956951048611""]","[null,null,null]"
08f658aae00212c0030541e94bf22b4b,4ebbd16fb8f7074b3497ec43,"[""https://www.facebook.com/237881499658611""]","[null,null,null]"
08f2668b12d04cee03ea9776643bed86,699f43d457474a687c2c7dff,"[""https://www.facebook.com/105076280848084""]","[null,null,null]"
08f186549e3445160349ba90d3aa7e20,a3cb0b4e7cfd4724893c921c,"[""https://www.facebook.com/1220835768019051""]","[null,null,null]"
08f1f2e5048d164e03fd620dbb04a308,3093145894944c71bd8df0c0,"[""https://www.facebook.com/196576851223977""]","[null,""https://www.facebook.com/193420047384847"",null]"
08f2e6e080ce50c003e8b295a966034e,530aecc6498e1f83f9135be0,"[""https://www.facebook.com/268861903281520""]","[null,null,null]"
08f274d15017260003b9bda541978947,b38c902fabb344627bbfc7b6,"[""https://www.facebook.com/116675148370265""]","[null,null,null]"
08f1e3605210bbab0346d7383d230943,5cbf7e0a971317002d4d3789,"[""https://www.facebook.com/153879124483460""]","[null,""https://www.facebook.com/223790204828407"",null]"
08fa89e964d5c78903fe0cc1734d57c0,51945a0a498ed263028616a7,"[""https://www.facebook.com/1266450733461384""]","[null,null,null]"
08f1fa6d2a82c6c6030a05ff16f85396,4e8f6943db6347b4bfad592d,"[""https://www.facebook.com/217441115632829""]","[null,null,null]"
08fa87518859a94003e65744f48b3b5b,58937c6b2ec36429cb217ffe,"[""https://www.facebook.com/1657360874560637""]","[null,null,null]"
08f194adae234690030807b89af95082,b2a341eb5eb646ddc76b0555,"[""https://www.facebook.com/937222316465092""]","[null,null,null]"
08f1ea5730172069034b97bd17a49833,d46769f6bd9b406378f68f41,"[""https://www.facebook.com/535418789947066""]","[null,null,null]"
08f42ceb512c100003192d96f3b0ae69,52ca533811d2e393f2c2489c,"[""https://www.facebook.com/212420589252383""]","[null,null,""https://www.instagram.com/kfcindia_official""]"
08f498ed66461d6c03d8a6d824918483,3f07a9dfe7604ff86271940e,"[""https://www.facebook.com/2269995356578498""]","[null,null,null]"
08f2aa641dac166c0396504b89284b46,50ac1598e4b08e127aac8817,"[""https://www.facebook.com/1508665346097371""]","[null,null,null]"
08f184585198e405031141d8c7cec342,5a2594ae32b61d11120025cc,"[""https://www.facebook.com/170734479646723""]","[null,null,null]"
08f1ea2d93cc3a9e035b43ef4cb52ad1,4e954be96da11612547fc015,"[""https://www.facebook.com/104371149606519""]","[null,null,null]"
08fa810056a2b6400390bcc253369382,52f24ae0498e78af345c6d00,"[""https://www.facebook.com/1957610831173551""]","[null,null,null]"
08f1eb4d75b70952032fe68b67de3608,4fb50d19e4b0a0f95a1c675d,"[""https://www.facebook.com/1561321574116902""]","[null,null,null]"
08f44ae90692308e03f1331d2cca4a44,5dd5781754554b51bcd780e2,"[""https://www.facebook.com/292475800845798""]","[null,null,null]"
08f2aa650405da4d03ac202ae41b574e,4e789099d4c084f1c76d6681,"[""https://www.facebook.com/167575146437905""]","[null,null,null]"
08f18606561587130300656616c838e9,625ffb3889f7381ee5d94af8,"[""https://www.facebook.com/101971645457242""]","[null,null,null]"
08f1e83283d4d21e030f619da70eb877,52a1f60e5b8f4470e5f825f0,"[""https://www.facebook.com/204265926798867""]","[null,null,null]"
08f266270c4539260304d8c6b7750c95,4f15fb8ce4b03856f4e3ab13,"[""https://www.facebook.com/1841590429409623""]","[""https://www.twitter.com/sherwinwilliams"",""https://www.facebook.com/309180132920"",null]"
08f1ea51035b162d0343203da2b4dfcd,56a49b79498ea733b308ff6f,"[""https://www.facebook.com/105991269465087""]","[null,null,null]"
08f1ea3112774572035b62e8259ffacd,5012ebaae4b0eba4bb8bec10,"[""https://www.facebook.com/325912028110722""]","[null,""https://www.facebook.com/158219800873710"",null]"
08f186b6ca96aac003075fe4e8c7df44,3859c97d27444dfbdc2ca01e,"[""https://www.facebook.com/356305318305645""]","[null,null,null]"
08f264d8dc6c13b603bcc88818af0555,4ffe15bee4b07d7cbdb72271,"[""https://www.facebook.com/136584539754259""]","[""https://www.twitter.com/subway"",null,null]"
08f3969a162cb85603a3e5939ffafa20,fa29afc6f5344e3c7fc3ffb1,"[""https://www.facebook.com/148421265221188""]","[null,null,null]"
08f1f8c4c4d82518033f6e15b29260df,b61e18f8d27443b1c18806d9,"[""https://www.facebook.com/1673515116033952""]","[null,null,null]"
08f2e2b64130c448034229ed167cb076,6030c8c3147c3e2a89e9c072,"[""https://www.facebook.com/111188351006392""]","[null,null,null]"
08f64a5dac99dae803ff014db487937d,53aed6c8498e8cd0832d70fd,"[""https://www.facebook.com/1723068497993277""]","[null,null,null]"
08f4995b8c8e572103a6b2d5f746203d,627d5214e6e729364cafeb6e,"[""https://www.facebook.com/114451934201980""]","[null,null,null]"
08f1fb46cb4ea1430303a2f22f4bba24,0b315a8e47ae4187be9b9e5f,"[""https://www.facebook.com/416870068177092""]","[null,null,null]"
